    196         116  -0.00108895
    196         117      0.00000
    196         118   0.00518464
    196         119      0.00000
    196         120 -1.44536e-05
    196         121      0.00000
    196         122 -0.000104253
    196         123      0.00000
    196         124 -0.000103922
    197         116      0.00000
    197         117  -0.00925582
    197         118      0.00000
    197         119  0.000750379
    197         120      0.00000
    197         121 -0.000418409
    197         122      0.00000
    197         123  0.000254110
    197         124      0.00000
    198         116   0.00593752
    198         117      0.00000
    198         118    0.0283531
    198         119      0.00000
    198         120  -0.00874667
    198         121      0.00000
    198         122  0.000266158
    198         123      0.00000
    198         124 -0.000286786
    199         116      0.00000
    199         117   0.00108152
    199         118      0.00000
    199         119   -0.0510699
    199         120      0.00000
    199         121    0.0139129
    199         122      0.00000
    199         123  0.000919060
    199         124      0.00000
    200         116  -0.00282287
    200         117      0.00000
    200         118   -0.0131270
    200         119      0.00000
    200         120    0.0685053
    200         121      0.00000
    200         122   -0.0126756
    200         123      0.00000
    200         124  -0.00239264
    201         116      0.00000
    201         117   0.00184634
    201         118      0.00000
    201         119    0.0246557
    201         120      0.00000
    201         121   -0.0730571
    201         122      0.00000
    201         123   0.00544512
    201         124      0.00000
    202         116 -0.000175518
    202         117      0.00000
    202         118  0.000631474
    202         119      0.00000
    202         120   -0.0296579
    202         121      0.00000
    202         122    0.0629358
    202         123      0.00000
    202         124   0.00367948
    203         116      0.00000
    203         117  0.000239381
    203         118      0.00000
    203         119  -0.00251247
    203         120      0.00000
    203         121    0.0256207
    203         122      0.00000
    203         123   -0.0431360
    203         124      0.00000
    204         116 -0.000101988
    204         117      0.00000
    204         118 -0.000434617
    204         119      0.00000
    204         120   0.00238114
    204         121      0.00000
    204         122   -0.0150544
    204         123      0.00000
    204         124    0.0221473
